size,5%,10%,15%,20%
50000,89.13,76.1,73.09,57.36
100000,88.62,77.88,67.42,62.18
150000,87.89,71.93,70.64,42.45
200000,87.81,75.62,65.86,53.78
250000,88.29,72.65,74.47,49.64
300000,87.54,73.68,68.14,53.78
350000,85.01,77.61,72.62,56.24
400000,88.04,72.1,57.43,59.71
450000,91.65,69.68,57.56,54.24
500000,89.34,76.59,69.92,54.41
550000,87.58,77.45,62.41,59.92
600000,88.05,81.69,65.54,50.6
650000,85.68,79.38,61.01,51.98
700000,86.6,74.26,70.47,38.36
